ROWIDX DESCRIPTION MANUFACTURER BRAND MATERIAL NUM1 PACKAGING NUM2 RANDOM
19 32a02148a2bef7f1451ec396d400386fff0620c92c61161bdd3c5a4568a0f532 bedf4a46791a938f480b88618f064e91012330d11baf12e43e4a292a16d6ac32 8751f33be6ab31891158473c01a5de2490e5fe7e752dd9e02ea17aef033de4ab f85d3b88dafeee76e8f9b4519e6114a9f31f36b3376fda6bb90c8f618e80508f c6f3ac57944a531490cd39902d0f777715fd005efac9a30622d5f5205e7f6894 8eaade55ca8efbf75329637d6623457614b964f8dff3a49ce509b9cdbacc5685 7f11a79f66070a6f75d054c7f3571ce575039ed24e4fab82d788665b89d09439 527151850fa163313acc9219fa11b3a1f28356e59d82949487aa1648daf37612
20 3215d9c3fedeb377770a9a3580928ececba2584c620b1e731676dc2b4407188e 6dac556156cad75f59c2aa225ae4d194b5e7d8126811533892357be74d278e65 99911fc53f43daf14363b71a9188d66ee3bf8294bd17be7ce741aa7433840a93 83ea4f2ea59fba4d13476511d90c37519ac4f0789c5a92c624acbf366b2229db 98010bd9270f9b100b6214a21754fd33bdc8d41b2bc9f9dd16ff54d3c34ffd71 696e1c8365306c6c6cf48a5a82e74842d203444e23296bb9efd74252c0dc9dc1 c15abfaefb3b5bbabf2d270cb168407bc04f81385b41872cd6237a897cbb7870 b6fd58fc513e0507ed51043657a42e0599b15277ec86c204a439b5193875c419
21 761cd82bfd8fdc5a40c6b39cfd08b61da3fffb0fb79909b6ff6c185dc4a8b427 c8a14c17fecaa9d19467fe59b1340b7c042b2c33ac78466bb0cf47cbf5a451c5 b55d7711e4ca1ccc772e16011c1386300ac62c180e237d1cb0dfe9d9c080fbfe 836fc8fcbe6b7f2356f5e8efe97dbdb746edb02a43763fb7b53e558aeefb9b06 eb1e33e8a81b697b75855af6bfcdbcbf7cbbde9f94962ceaec1ed8af21f5a50f 696e1c8365306c6c6cf48a5a82e74842d203444e23296bb9efd74252c0dc9dc1 25dddcb6633ee09568ed577ab94b84ba78b61af31407939586efecd0f19dd6aa 5a75adba39ddbd75caccda02b766017c93030e028452ee71d745ec4d3454d812
22 ab0e41c06a88f4d329ab115a056dedd633f9e1810105d0f298989d6da7a6cd49 3b1c6d0e931f4cb10de72e86299b92e0c5a1e401a4e816bc5fbe791f7e543aa7 317a7ac9638dd72f72a19e8d2e729f5d9839142e640227de76df0fce7eea0596 1c37e952562acf1ac94bf4a280815df71d5c8f112d0b7519afa004c9be42269e 9400f1b21cb527d7fa3d3eabba93557a18ebe7a2ca4e471cfe5e4c5b4ca7f767 656e5f203d645e77749bc4960ca8cd5d67a393da4be2c4645e25f8110f9a4a13 d01c77e521cd48918651d9a847afe64583eb685e4788cbbbab37fcbbdd86f83e 03138b93d5d0f1a7d5a0c9486a1ea26f461e8e2f7b4ec54897cbebb59d17cbda
23 3ae246e9a633a0f401dfe669290a2177a828545da983860a622671d4023e6072 c8a14c17fecaa9d19467fe59b1340b7c042b2c33ac78466bb0cf47cbf5a451c5 a06b06ca8895f3d132e6d892459828362ba8559e98e5084cfdcae529ba2a96cb d0c8467830aa88a3c51b04cdc5e98e5f482389da4f30a498bf894099c844c352 73475cb40a568e8da8a045ced110137e159f890ac4da883b6b17dc651b3a8049 d23c2a01c7af871528838cb8a7cfccd1e361fc0fbd0d31bc98e64e0f82ae23ef c942d940c81a635567731e3ba30ec7583d81f99e224beaf60132e5d028c3a2a6 9bb7edc63d2abe3a86f479b631dfda671010a4913ffaa2188780767e05c8afc1
24 21fe0496a519cfd5d8452cc42ec0996ad733a309126525ed64f0e89cce5dea68 33f346880e3d1011da3089cb7544e4657d3ce85774b2c667f906ab1e69ad4bd5 ace53938989b8deb8d24cbb1c44ba809f475fdfdb573fb78496ddcd08bee9238 e206d37fb05dbd4597743c38a32fa12e8f2374f54f0e9b5e86a2c84dbd066998 f5ca38f748a1d6eaf726b8a42fb575c3c71f1864a8143301782de13da2d9202b c0dee7fdcded6f5687efd0eb4a75ef5b1443d8928b8f126b1df6852a06a0bf32 d01fc49a411ef8d15f2e50a14614d92e29f1d57542a91b823ec5ffd3a71d87e3 ce131b37aa1ee1ce286dfc41442cbce1f1f2fe6ef2ae275f119c4efdc6202819
25 5821f751a701c4a8a1820efd3167be52158fe7d19d7b95a792e07541d0da37a3 33f346880e3d1011da3089cb7544e4657d3ce85774b2c667f906ab1e69ad4bd5 12bdafb56f689dcebd8a543142e91d12f8ef394d48e8f11837f12cdef440d6b1 bd3243a8d2735e0277ae740c6794b8e97c09141efbac21c01f00c04208b64e4b 4e07408562bedb8b60ce05c1decfe3ad16b72230967de01f640b7e4729b49fce 359652b5986fb2d9102e097bf4b17bb27674a281c504e271bff5cd988f19c9e5 e2154753559ce337982ebc93c5f0cd8bfbf38239830ecd2ca4607fa362249179 f7c45bd2300d994b1f68fec9b306d1c67cd03770c29c7ee03c87925ed546d5a1
26 8a615c3577d6c8f3212c7b9013629d108ca62367425ce5ff9e113adb83cb6433 c8a14c17fecaa9d19467fe59b1340b7c042b2c33ac78466bb0cf47cbf5a451c5 a376e3e1b0a5ab79660fc9d69ca4e8fe3dc5218b54a8a744f177e82173239cc4 7f030430363a9e184df7c958145bb46a705f13444fe3b0b630cb56d79e077b9d e29c9c180c6279b0b02abd6a1801c7c04082cf486ec027aa13515e4f3884bb6b 122b661c8fa75bab92bbea4781ba5977d1760fc22a424d6caf014a4c7312a048 444864d27f4422b33c3b2bf4ef652b42cd96aecc5067d7824ede73ddab6ddcb8 3636e897ca0068cf1ce82e8f35754ce19dc4459b53398104f4c8ea500a941785
27 5245a26491f4232566b103a2ec5d126eca68aef645d85e5fae1b738a366cad86 6dac556156cad75f59c2aa225ae4d194b5e7d8126811533892357be74d278e65 4b06e3336bfd50f2effe0bf20d9a7773f60651b47b593f11765d37310d519c1e 9b8ff4666c3928006ea3a7de187e70945dfdba80966a4b32a7390dd6e5279c6d f5ca38f748a1d6eaf726b8a42fb575c3c71f1864a8143301782de13da2d9202b 816a6d7122ac012612928c84b8289d48f2926a24d78aef984ac990b77db0191c be532d09d1cf7d4f8f6eba934afcf9fa6f116ce9795306c504720efa26906245 e796c5cc49eab99aa22c855176313cb1895a5c48816dd71d4da7603840c61a89
28 8772dcfd70e169fe2c86c9d18125daa0a64fd832c9e9e389eb5ba3d6563d666d 3b1c6d0e931f4cb10de72e86299b92e0c5a1e401a4e816bc5fbe791f7e543aa7 90aa42b2c2ba12c0d226fc0a1c6ac163ad639d398fe2c125faaf987327d9aa46 9e7c1558a0521941896b9c8f0a745552f8cbcda1b7a7abfcfbce849643063df0 9400f1b21cb527d7fa3d3eabba93557a18ebe7a2ca4e471cfe5e4c5b4ca7f767 082eab6d08ca36468375e1995af525a607aef482b2b137a799594c02b56fbc4f 9dc95139965beee750a6354325bdfe57de5e1e778111aea923f7405cd96045db 6d2e624e54807f3123a52533bf32a02c6fd2818e7865f042b5a0aad7681b01f2
29 f5dc51c24e609f25f37775c359ac7ce0508d936bd980f50274df1744a602485e c8a14c17fecaa9d19467fe59b1340b7c042b2c33ac78466bb0cf47cbf5a451c5 b55d7711e4ca1ccc772e16011c1386300ac62c180e237d1cb0dfe9d9c080fbfe d748eb2b398ef4aea311b4103d3eed7733da12da904276a629aae485282ba9ba 7902699be42c8a8e46fbbb4501726517e86b22c56a189f7625a6da49081b2451 656e5f203d645e77749bc4960ca8cd5d67a393da4be2c4645e25f8110f9a4a13 635ff8862b9030c44c5c24391990faf87155bb44c30525455c2fb4fb6032b597 cebfcb8f2a77659c0f226a4ab6395ab517bc4d7ccd875d9e6990c39eaf5355c4
30 47ee76db89b83c8628e43893180e85c51cd1249f857b4bb76b405f6c0fc7f717 3b1c6d0e931f4cb10de72e86299b92e0c5a1e401a4e816bc5fbe791f7e543aa7 a2be22a8a2f7ad349740d301141b3f2063f61e3aa386b610f08e6972dd8da850 2608b88f453dd4b61f2ebf9aef62c05edbf781c6e9d74f6cec280ce0e756509d 4523540f1504cd17100c4835e85b7eefd49911580f8efff0599a8f283be6b9e3 1666646b1149f519371d91fc451133fe763ef148944c25ca4e9371c92c7e5812 d65c0aa6234fd4acd8c15041f7325f579398d3233e0c3a37ae8d937537102754 7ea3cec2a2a19af1ad05a1e709e1e5832dff59a1a54e5712dd1ae581669af095
31 54aa5fe628cbee2ae9b39f91ba34239fb38b94f9e42d957261cf6d0405b04d6c 33f346880e3d1011da3089cb7544e4657d3ce85774b2c667f906ab1e69ad4bd5 cae2c8d5513e897b79c2f71b7e14bdef878a76c92496ed7a61c19a124d4b5ba4 74a664fe6bb5e08f2e7c816d12f042ff86f37f408ff8e825d814ba6c01f1bd59 4a44dc15364204a80fe80e9039455cc1608281820fe2b24f1e5233ade6af1dd5 d5cd527b9b0c36f949961083944d5e3305b7c0b17d7685d77afd2a4bd280127e 202879824276f5a0f5431f10a052963b99940b0d5bf78806b542c612b577914e 8578c50d708151e43257d951d46ab8b81d770ef385bb1dfd4bb3c4612611f3f7
32 62cf07355f01f096704279e16cc882b397d55053d2e71a5ce0faa85092c4f3a4 3b1c6d0e931f4cb10de72e86299b92e0c5a1e401a4e816bc5fbe791f7e543aa7 a2be22a8a2f7ad349740d301141b3f2063f61e3aa386b610f08e6972dd8da850 0d06793e00bf76e2b9b037edb4c82fb6d39aead5476d4c2450f2794807c4d106 eb1e33e8a81b697b75855af6bfcdbcbf7cbbde9f94962ceaec1ed8af21f5a50f 9043655fd17b0d90d2dee3665d82558859e8f359ceb1020220c080391812d4ff 37b5151245a0a4df041d3b2fb2df808497af9f1562b56692af214815e350134b 66ca1120d29ca605ab630d1e651e7d2d73699aacae51022579b69e1e7d813b8c
33 cc16453faa26fc666523eed876023833581c2c58849f7b3e4f5f86aa1f8bdc63 bedf4a46791a938f480b88618f064e91012330d11baf12e43e4a292a16d6ac32 9435cd7496cca5ccad2732db57b0201e89bd80b8833f800839af32b2f86febc7 6a550eedbc6f051db8f6bd8841b2dfa2be3603a6c9b576ba9d3cc3c3a985d99f b17ef6d19c7a5b1ee83b907c595526dcb1eb06db8227d650d5dda0a9f4ce8cd9 773289e9f72061143f7e5c8a45814598ef6289dc476a9de7f4fcc8bab49dc6b9 84a0a1d7d8b3166dbeb568f7d53bebb846100f7ea1363d2a4bd850d656db9b45 d0a011c7731f7a4488b89fc638eb5138c92bccf25bf3f760f91ed28f56dc01e3
34 ae3738f06d5eb3e7c44c246add98c05fd9b3c386a7ce009a2a3d3964d27c3022 6dac556156cad75f59c2aa225ae4d194b5e7d8126811533892357be74d278e65 d4b4573d6eded53100d26b4e20e5029c7a3a40c4e405eb661c21f36e092970f0 0cbe641041fa6c72fc6bddfa0be7888a576ab8f40c1ad2ffebe5d9fd793d72c7 2c624232cdd221771294dfbb310aca000a0df6ac8b66b696d90ef06fdefb64a3 0ca7833b2f2b13b0c5b4df8ef1fa6723953e31e4e498b28e37b8422809e2124b 73e12ee8b19d01b6c7844004160002919d063ff47e7ef2311bb90497cae85345 f09274485edfa54f12d47ed7a9efb3b3d62433bbead99697e38c3f661bb3f431
35 e0fef32a3336699a134549d1ea55b90947b95a06db21f65fb01375386df31ed6 3b1c6d0e931f4cb10de72e86299b92e0c5a1e401a4e816bc5fbe791f7e543aa7 317a7ac9638dd72f72a19e8d2e729f5d9839142e640227de76df0fce7eea0596 40792679a761368481dddf5264141f40cc6e64645106726750a6f7a02dc4d6c4 8527a891e224136950ff32ca212b45bc93f69fbb801c3b1ebedac52775f99e61 315c12a9c7c014aa0b7943fb476138eaee671a9b8f21d0aa1ecdf46e4b594cd2 84c2965c1a045bdb3cb56780fae54c84cc4df185365a5cea7feca57a59165931 b42b4db447cade3e2eb61f091087b40cc554ff51dd12b42ae654089e50a01b28
36 d994821ed873c0344c16fb1f5d701c2e080896bc7fcf4991e2b87f05fd3bfb12 bedf4a46791a938f480b88618f064e91012330d11baf12e43e4a292a16d6ac32 a03921c32a31d3c4a0ea86246913c2fd88f05cb2926dc1734795994fc5283025 43985b698cf5110225270547e180b37585556933edb84d469d3374f486d0e496 4e07408562bedb8b60ce05c1decfe3ad16b72230967de01f640b7e4729b49fce b9d2612036ecf0353e11977dc6ec4c4f4c1efe11c9e5275a8e4eac7cf4b0a74c dc3aa162244f3c5eb58965a3772a5823ebc4f369da19baf82c567a018ae5c81f de1f49e56b4a1d3dab87e0048a9575e06805906dd9080cb20599e89d324d342a
37 e640f0de9c9b3ead1447054fc9dc64189c038a14808b9c4b151e1da78f40d64a 3b1c6d0e931f4cb10de72e86299b92e0c5a1e401a4e816bc5fbe791f7e543aa7 630bc8625184f941f8aa587fb3d2d7a26a734f676e738443f0b39891a3c20734 edd91e4cf9779ac9b849043986804f95a46d1ce5b73078006582112e205412cd 98010bd9270f9b100b6214a21754fd33bdc8d41b2bc9f9dd16ff54d3c34ffd71 0ca7833b2f2b13b0c5b4df8ef1fa6723953e31e4e498b28e37b8422809e2124b f0295376b2771c3e9cef6de3627102a78f502c6bf21d76be24e80a18bdf8dbd8 fd8770aa91958b47cc85c01caaa72aea822d5bca192c37641202c3c27365a543
38 78027501c7ef8551f00baf83b31cf7463ad2ecfc162ea80a55033f339d33b1df 3b1c6d0e931f4cb10de72e86299b92e0c5a1e401a4e816bc5fbe791f7e543aa7 317a7ac9638dd72f72a19e8d2e729f5d9839142e640227de76df0fce7eea0596 1b2a7ed1f9dfe8fb5dafb2330015652b4225a05d9d2d1989f69b2068a7d0aaae 4fc82b26aecb47d2868c4efbe3581732a3e7cbcc6c2efb32062c08170a05eeb8 912718e4981a36acf6bd0bad35612a7a5d4a82823081d5445d0095032266637f 6ea7b71eb3f13c158f140d3d2fe7d11c958e1d1460546744555a870b9a65ecbe dabf26ea186740594554d158662294adde6971e1f8eaf299b6ca17e0bb9c10d2
39 143b2f6af314fc477160dd6ebf4c5a0ec2533d782250e76dc33aff7f1045c052 33f346880e3d1011da3089cb7544e4657d3ce85774b2c667f906ab1e69ad4bd5 cae2c8d5513e897b79c2f71b7e14bdef878a76c92496ed7a61c19a124d4b5ba4 191b945c4eb67d53bdcc7709ab662ca4d98a223e1376032cc4323dc5b4d64b19 44cb730c420480a0477b505ae68af508fb90f96cf0ec54c6ad16949dd427f13a d23c2a01c7af871528838cb8a7cfccd1e361fc0fbd0d31bc98e64e0f82ae23ef 3b3247167cb9ca28e8647dd4df26bdad20a221c034b08531891b91f7d7713455 06f63409c04c1149669af5b5a41c68fa70025dd4f73f1bb2188d18e9fbaac7a6
40 ecd8976c97f4e300b4123a43d0c57ec0e176645fc871e3c3cd4ab86dbe9fa855 bedf4a46791a938f480b88618f064e91012330d11baf12e43e4a292a16d6ac32 a03921c32a31d3c4a0ea86246913c2fd88f05cb2926dc1734795994fc5283025 11c212b38a4ca7f25510803259c2e2802c6ccb39b8a1459c0b80cf6170533148 670671cd97404156226e507973f2ab8330d3022ca96e0c93bdbdb320c41adcaf 122b661c8fa75bab92bbea4781ba5977d1760fc22a424d6caf014a4c7312a048 b0abdf9c5e42e753385511c57c5773cf010cdd5a1c82e6cd5d3d3a1f7fe2e629 5f21d25665ced4113cf93412517b30962b9a71991c2934c7238c81dabd4b7cf7
