0 1 2 3 4 5 6 7 8
151 253854074 210375873 130143451 234689157 135362666 256244483 227974344 140630750
152 159652759 54473832 212741261 205708588 159387837 202239615 70865124 120047601
153 127683027 115000662 33806622 55230321 257729423 110551496 184576792 219605036
154 160887888 115000662 33806622 221362895 112749351 56190251 197114211 8444761
155 85260077 200144036 246272594 190603582 94247280 99620502 187069294 125060191
156 47209991 61982416 51881900 80892824 222770659 124987550 107242534 59718153
157 194877111 115000662 33806622 144530453 100254891 51757354 237308877 17265238
158 44558599 61982416 103857286 236182814 51677445 158789952 187025267 149521745
159 204928984 61982416 51881900 47367341 39829735 142019900 103142442 236610044
160 118698116 54473832 19651323 177430055 51677445 194848274 66905249 14877118
161 238676901 200144036 155409623 55230321 72496448 40711347 17954566 248908459
162 79227959 210375873 190175089 249606476 166805541 51757354 81055610 21029709
163 106412726 200144036 246272594 197611443 141447188 94982009 22205493 50994212
164 29981855 200144036 141893427 234689157 166805541 56190251 64553534 224167329
165 124454802 115000662 13702724 68196258 203642374 106612650 64890844 245553057
166 246342186 54473832 181293971 76385941 78784375 110551496 170925500 94616633
167 255696043 210375873 171404862 162945461 39829735 149597669 114996760 89384360
168 78845700 115000662 223036787 169555235 257729423 247660392 8201352 17178408
169 76409836 54473832 19651323 91043044 77876673 192002551 244635808 69097878
170 29462004 210375873 190175089 76385941 94247280 106358258 60051744 167834518
171 172060427 115000662 33806622 162023467 223997165 158789952 255996840 149278114
172 241215409 54473832 212741261 260091196 94247280 202239615 233395674 38263957
173 229809395 115000662 161026556 152828441 72496448 151270997 192387349 247797878
174 131727287 115000662 13702724 218196376 192566919 151270997 6306898 95579170
175 229384179 115000662 33806622 39881608 135362666 220447392 49341851 58587073
176 124630744 200144036 257438331 194041231 223997165 256244483 140063685 229309511
177 198017556 200144036 246272594 153179951 120878539 224187687 33264243 211780542
178 197322409 115000662 223036787 260113239 77876673 158789952 203712173 65263881
179 255758790 61982416 51881900 174443320 257729423 158789952 105754479 242266809
180 146659378 210375873 190175089 54611443 126887577 267945786 225419791 50601753
181 202544884 200144036 257438331 237006135 155193115 183909529 185559566 266280551
182 155849985 210375873 62325828 249606476 83657394 194848274 154832027 30175934
183 24531950 54473832 181293971 147658551 166805541 124987550 136960087 237533799
184 129942152 54473832 212741261 26327365 120878539 23488070 223136327 236554167
185 165250250 61982416 151692331 18842906 78784375 267945786 122009831 117955233
186 50415556 200144036 141893427 257356411 241344422 8579766 14862446 217156759
187 73609270 61982416 103857286 55299661 135362666 256244483 178045825 67592893
188 176317973 54473832 106555121 28485613 26575330 256244483 253667656 30546721
189 115443538 200144036 155409623 178968127 66959925 94982009 26632983 28567068
190 266397418 54473832 212741261 56739143 87423536 267945786 201786875 222789293
191 50181556 210375873 62325828 37802606 124407944 149597669 38685156 29498538
192 162168002 210375873 130143451 198386746 72496448 110551496 78553708 52452892
193 9893058 61982416 103857286 149051952 246539070 133845607 151571155 71993885
194 200953661 54473832 175834199 260680954 126887577 106612650 42698626 44390695
195 166299222 61982416 114801433 104620052 223997165 202239615 42516134 153493511
196 225682385 210375873 190175089 232533711 81818632 220447392 89686454 255517500
197 131870180 54473832 181293971 212840009 82613657 152203662 96779481 225144343
198 209687555 61982416 114801433 200024005 72136496 40711347 234638418 100730808
199 189317328 210375873 62325828 144640000 87423536 247660392 244049100 91641613
200 159030050 54473832 106555121 37802606 126219244 124987550 263183376 119374361
201 44012085 61982416 170648106 260207037 82613657 56190251 172372479 32158568
202 22153882 61982416 103857286 123340549 14777772 91015052 220316550 155048536
203 29680758 54473832 19651323 161538009 120878539 110551496 120020715 54548704
204 98446960 54473832 106555121 233810545 126219244 152203662 30969564 204659835
205 241213097 54473832 106555121 111497454 222770659 247660392 212916016 122008972
206 144625893 200144036 168006172 153384026 87423536 194848274 237564910 49612112
207 69412603 210375873 168210540 66062968 159387837 256244483 53116228 176088176
208 113744787 210375873 168210540 98441497 250794279 97020536 107775400 166472423
209 243832335 115000662 33806622 144640000 243231745 256244483 169962164 241701567
210 6609251 210375873 171404862 152828441 250794279 158789952 181695942 95035236
211 237822529 210375873 171404862 76375201 72136496 124987550 27584200 14296765
212 221221583 54473832 212741261 112595176 120878539 13269043 248965708 256330905
213 82434189 210375873 168210540 24374577 139623049 183909529 68100886 77923907
214 158390032 61982416 114801433 121540724 103069196 224187687 89179420 173930214
215 27098857 54473832 181293971 70055464 155193115 40711347 263759617 128925788
216 41778007 61982416 103857286 110713927 166805541 55732356 148491090 116034948
217 17603881 54473832 181293971 225742514 119465050 91015052 211015332 147456629
218 136197444 61982416 114801433 236807220 203642374 263777069 239578186 218914905
219 146909441 61982416 103857286 55299661 246539070 55732356 162852597 105222829
220 97001921 115000662 78671411 112595176 192566919 202239615 121674363 12160793
221 95013907 54473832 175834199 127518561 126887577 106358258 178904785 189527852
222 253656781 210375873 190175089 154699671 166805541 151270997 64961969 149258050
223 97114272 210375873 190175089 162945461 55653802 110551496 11712070 1787495
224 202712295 115000662 223036787 226285878 39829735 149597669 257834293 5071381
225 46377880 61982416 103857286 257356411 87423536 202239615 82064945 213108142
226 248403003 210375873 190175089 51561615 126887577 133845607 220770337 153221648
227 241219285 61982416 151692331 209253630 116700769 11830193 263550293 180434094
228 97001346 61982416 151692331 144640000 112532803 47427602 40630765 124683199
229 54329754 115000662 13702724 260207037 155193115 256244483 15228092 212598084
230 84056795 54473832 175834199 68196258 257729423 133845607 197471031 263698120
231 12159810 54473832 175834199 236182814 72496448 97020536 234902481 205640352
232 160473786 54473832 212741261 56739143 27678245 133845607 108381441 128631272
233 37473876 210375873 130143451 67605095 192566919 40711347 255005766 87307666
234 54077094 115000662 223036787 76375201 100254891 149597669 251892288 14113624
235 86374006 210375873 171404862 218196376 78784375 55732356 130118782 53111119
236 9528644 54473832 19651323 144530453 246539070 158789952 138944702 105876281
237 4953700 200144036 168006172 241206950 14777772 47427602 124408723 36020641
238 83288845 210375873 130143451 26327365 166805541 110479172 40910735 169369075
239 128926672 200144036 257438331 240768747 124407944 94982009 238064746 172100858
240 244548816 210375873 171404862 197271220 112749351 110479172 21477716 1029650
241 96052662 54473832 175834199 198386746 81818632 99620502 29941566 7045352
242 171698893 210375873 168210540 260207037 120878539 224187687 22027647 181409889
243 127295938 210375873 171404862 75671957 14777772 252013187 113192716 77657201
244 204843882 54473832 175834199 149051952 159387837 23488070 105747391 17809193
245 244498723 200144036 141893427 31244968 12130452 8579766 19233787 70116610
246 95019742 200144036 246272594 112595176 82613657 106612650 70805414 199444383
247 63402687 54473832 212741261 191505203 78784375 51757354 159778884 85740063
248 134881062 115000662 13702724 263660942 46539811 97020536 134152837 163489598
249 229499891 61982416 151692331 149051952 241344422 158789952 252756239 122678348
250 52047403 61982416 151692331 163531552 166805541 99620502 221395553 260732434
251 55485604 115000662 13702724 104620052 64558329 183909529 124014384 171584151
252 125389787 115000662 33806622 260091196 126219244 94982009 93126661 57907294
253 261905209 61982416 103857286 39881608 186117997 124987550 151158468 266095558
254 124893400 61982416 151692331 40717314 77876673 55732356 10078954 101960918
255 167730457 200144036 246272594 153384026 203642374 194848274 217109419 59383902
256 189587839 210375873 171404862 241206950 222770659 47427602 113317688 9648545
257 175169013 61982416 114801433 3816412 83657394 152203662 231852928 52766676
258 240604329 61982416 51881900 47456439 82613657 94982009 79107794 242509575
259 14074066 200144036 141893427 240810036 64558329 263777069 141369607 142271166
260 256247777 54473832 19651323 161538009 77876673 224187687 263935603 135580803
261 19321101 61982416 114801433 260113239 119465050 51757354 224484667 227975484
262 231043834 54473832 181293971 110713927 186117997 56190251 137195563 224256562
263 43889981 115000662 78671411 18620715 39829735 202239615 7162381 51429335
264 188458100 115000662 78671411 137821327 87423536 106612650 259304047 9687454
265 76182515 61982416 51881900 260207037 155193115 99620502 169013069 48528797
266 7921319 61982416 51881900 174443320 192566919 106358258 221135058 211529725
267 7595250 200144036 257438331 111429987 64558329 51757354 198727939 62843920
268 237945387 200144036 155409623 110713927 46539811 55732356 65519989 102274649
269 18138716 115000662 223036787 234689157 250794279 149597669 15662840 74528828
270 93424770 200144036 168006172 232774898 135362666 110551496 92923034 260468049
271 123296771 54473832 181293971 225742514 237619649 135702231 118415870 207692781
272 219903976 54473832 181293971 111429987 12130452 124987550 94222785 35411891
273 186162325 200144036 168006172 242876626 27678245 23488070 250085080 75972086
274 217109621 200144036 141893427 205708588 39829735 158789952 203437823 243316831
275 264639679 61982416 103857286 191505203 128326483 252013187 4653725 223099153
276 196644575 200144036 168006172 169555235 250794279 158789952 230101054 24551917
277 219683368 61982416 51881900 10229480 14777772 220447392 32286005 233091808
278 169677313 61982416 170648106 54611443 14777772 152203662 75031971 117942547
279 92888414 210375873 168210540 47367341 108029724 202239615 227672024 230112956
280 259119815 200144036 246272594 202022987 208616133 110479172 181981707 8500903
281 197117098 115000662 161026556 69166053 126887577 256244483 141091040 117021085
282 150599223 115000662 33806622 169555235 119465050 183909529 71442675 113978571
283 187858655 115000662 161026556 83021148 46539811 47427602 251478137 74904601
284 248506997 54473832 175834199 3816412 26575330 91015052 110566997 40035278
285 211408080 200144036 168006172 163118918 120878539 40711347 149166211 224931287
286 266667043 54473832 212741261 211718565 112749351 99620502 266388344 110910409
287 254018244 115000662 13702724 35403856 108029724 47427602 260866840 78825683
288 109844338 200144036 141893427 95977367 246539070 19052129 154463946 162688401
289 263872143 61982416 51881900 385406 223997165 151270997 124507804 77586871
290 159972565 115000662 161026556 191505203 155193115 220447392 16270203 98018058
291 96643039 54473832 106555121 13658003 100254891 152203662 101316280 40278869
292 54011732 115000662 161026556 35403856 222770659 256244483 173330430 66088603
293 125355055 54473832 181293971 264256070 203642374 40711347 200849529 262283792
294 246551027 200144036 257438331 18842906 166805541 152203662 93788771 48994080
295 166226730 200144036 168006172 197271220 14777772 220447392 10952830 103546622
296 19577026 115000662 223036787 191505203 94247280 133845607 159065103 128789644
297 188843643 200144036 155409623 34863624 87423536 11830193 148546596 245402412
298 197961705 61982416 103857286 127518561 66959925 194848274 161510762 70376669
299 60884441 61982416 114801433 47456439 100254891 181486660 192053353 94528899
300 79271013 61982416 151692331 55299661 112749351 263777069 130518225 37453102
301 36860328 61982416 170648106 174443320 243231745 183909529 49782002 59613879
302 112958793 61982416 114801433 29589141 141447188 142019900 29303041 243457806
303 178720348 61982416 103857286 13658003 126887577 192002551 186882897 263023213
304 118060086 61982416 51881900 80892824 112532803 106358258 252510707 81739557
305 183795442 115000662 13702724 2046089 243231745 142019900 171046051 73622554
306 77196915 210375873 190175089 232533711 192566919 124987550 82933950 28615679
307 225819110 200144036 246272594 191505203 103069196 94982009 146260501 80726803
308 104121117 200144036 246272594 95977367 223997165 155689611 2407146 154933969
309 223785155 61982416 170648106 153384026 14777772 8579766 267831452 266015421
310 200588457 115000662 78671411 138620690 237619649 55732356 133329169 260857893
311 66147660 61982416 151692331 40717314 82613657 106358258 86321242 253453979
312 6795966 210375873 171404862 198746290 55653802 202239615 56854182 191398394
313 223809074 210375873 130143451 243313709 66959925 263777069 127349357 156432832
314 154975358 210375873 168210540 68196258 139623049 106358258 40104252 209164284
315 51321916 200144036 141893427 154699671 257729423 158789952 62192737 171389922
316 150847095 61982416 114801433 139095613 26575330 202239615 151146779 34995475
317 101511975 115000662 13702724 86786166 141447188 13269043 72116001 93906046
318 87770564 115000662 161026556 240671849 257729423 192002551 184069120 210244438
319 133195442 210375873 62325828 218924135 119465050 23488070 206107259 41259489
320 228520188 54473832 212741261 162945461 100254891 94982009 123756824 167644094
321 67484171 54473832 175834199 144530453 26575330 152203662 52714102 218380358
322 154754037 210375873 168210540 68196258 237619649 192002551 244673982 48922934
323 104409526 61982416 114801433 178968127 241344422 202239615 9727584 90843405
324 11156047 200144036 168006172 83021148 124407944 142019900 220382307 92315688
325 195855558 115000662 13702724 98441497 126219244 97020536 149674913 26885934
326 28182652 210375873 130143451 162945461 159387837 194848274 142436055 137268015
327 96566684 200144036 141893427 29589141 139623049 40711347 128224155 107451260
328 193616845 210375873 130143451 174649629 203642374 192002551 242148818 50854252
329 22035004 210375873 62325828 76375201 116700769 124987550 99901744 122116696
330 222658943 210375873 168210540 98441497 82613657 158789952 94050247 176338682
331 173182329 200144036 168006172 70878646 241344422 155689611 243166423 164189412
332 117402020 200144036 257438331 242876626 139623049 106612650 267146499 166605223
333 204912818 200144036 246272594 3816412 112749351 106358258 83219574 103596489
334 234292848 210375873 62325828 13658003 237619649 158789952 178360194 4125992
335 139633966 210375873 171404862 169555235 81818632 152203662 37172030 15855281
336 47111532 200144036 168006172 39881608 81818632 155689611 172936941 227641369
337 79007744 200144036 141893427 123340549 55653802 91015052 14100760 211308465
338 81090280 115000662 78671411 153384026 100254891 220447392 36930326 18538487
339 133270687 200144036 141893427 232774898 139623049 11830193 26027091 230738354
340 147131083 200144036 141893427 122316367 81818632 13269043 11858509 133585603
341 169204488 61982416 103857286 174649629 141447188 135702231 143599480 137458331
342 120136078 61982416 51881900 56739143 128326483 194848274 244527945 52756473
343 223645647 210375873 168210540 246199936 126887577 152203662 97269148 84423363
344 142134698 61982416 103857286 163118918 12130452 252013187 134408404 138331094
345 69235247 61982416 103857286 70055464 126219244 110479172 99949960 99341526
346 143765285 54473832 175834199 218196376 46539811 124987550 156095009 79431203
347 43414608 210375873 130143451 2046089 94247280 267945786 214818730 131720079
348 119929011 54473832 212741261 205708588 186117997 149597669 103234228 261805537
349 139167627 200144036 257438331 70055464 112532803 55732356 81295944 151820982
350 177095354 210375873 171404862 267896277 192566919 183909529 189243617 252736698
351 164269140 210375873 171404862 55230321 159387837 183909529 128307157 64989777
352 166517426 61982416 170648106 255761413 119465050 194848274 208473091 93540216
353 262606086 210375873 130143451 236807220 72136496 155689611 180144291 211448711
354 168760227 61982416 170648106 198746290 183144979 110479172 129722564 196574748
355 144538216 54473832 181293971 171521909 186117997 220447392 167321934 175194603
356 162692324 115000662 78671411 104620052 39829735 267945786 129282293 265862394
357 27984714 61982416 170648106 66062968 155193115 47427602 84257141 55776091
358 226958553 200144036 257438331 91043044 12130452 51757354 237293856 57925774
359 28076927 210375873 168210540 121540724 155193115 106358258 233024772 155816104
360 79737821 210375873 168210540 24374577 139623049 149597669 49650894 24081790
361 174514391 54473832 181293971 212840009 120878539 94982009 118450085 130727774
362 146455174 115000662 223036787 3816412 26575330 56190251 232672867 69216950
363 172954847 200144036 155409623 67605095 186117997 155689611 81465236 241007845
364 184277444 61982416 51881900 60891107 116700769 135702231 31820521 148943270
365 27403547 210375873 62325828 260207037 46539811 110479172 64113597 35417361
366 151090415 54473832 212741261 212865192 39829735 94982009 60003010 102620437
367 155996586 200144036 141893427 228757618 222770659 51757354 31176840 155685520
368 219909955 54473832 181293971 257356411 46539811 40711347 128314846 18146819
369 261981730 200144036 246272594 133634324 83657394 252013187 96229312 167000424
370 223530974 54473832 181293971 226275914 39829735 13269043 20799823 229590128
371 27734601 61982416 103857286 237266106 108029724 110551496 134776713 170317814
372 100633156 210375873 171404862 162945461 166805541 110479172 70094687 196719611
373 141080512 54473832 212741261 55230321 128326483 51757354 207505133 148531529
374 147314129 115000662 33806622 258101182 82613657 12251392 135190518 161492721
375 155204316 115000662 13702724 133634324 186117997 220447392 210797398 84684304
376 75735394 61982416 151692331 153179951 119465050 133845607 10174218 11905586
377 189704842 61982416 151692331 162023467 186117997 149597669 223458573 182812528
378 120873440 210375873 171404862 166183253 135362666 51757354 9714844 162899929
379 7072260 210375873 190175089 260680954 250794279 19052129 32507554 33118223
380 38069297 61982416 114801433 5635351 243231745 247660392 14315133 112959513
381 61282393 54473832 212741261 237266106 128326483 151270997 123806237 227900865
382 152573553 61982416 114801433 111429987 78784375 106612650 105495821 75874993
383 230478364 200144036 141893427 169555235 135362666 40711347 187846203 208527206
384 81257312 61982416 51881900 267145341 222770659 183909529 55802808 192303800
385 266589461 115000662 161026556 55230321 64558329 155689611 108654606 239519255
386 73950887 115000662 223036787 68196258 78784375 252013187 2481715 189272697
387 265773492 210375873 130143451 226275914 87423536 99620502 2632254 227953737
388 26839608 115000662 33806622 264256070 257729423 124987550 228796605 186100555
389 89615698 115000662 33806622 243313709 186117997 135702231 68222013 92436684
390 137527847 54473832 106555121 212840009 203642374 91015052 259047826 57627258
391 66876267 61982416 114801433 69166053 82613657 11830193 216277880 119725683
392 22090675 61982416 170648106 123340549 116700769 252013187 129622880 266366892
393 186986035 210375873 130143451 203777016 124407944 194848274 61156387 142006102
394 62500537 115000662 33806622 205708588 208616133 55732356 218066251 143754985
395 127913443 210375873 171404862 255761413 26575330 23488070 27541202 19669155
396 229468126 210375873 168210540 70878646 128326483 19052129 242993641 22242204
397 124876758 115000662 13702724 112233049 81818632 220447392 91221616 193324448
398 1279021 210375873 171404862 43151066 237619649 47427602 87594936 140982314
399 153843740 200144036 246272594 55640854 128326483 267945786 1960020 194917568
400 15572258 200144036 246272594 64294847 237619649 252013187 243224146 198508030
401 41920712 200144036 246272594 260680954 77876673 133845607 217416879 235513429
402 76812080 61982416 103857286 154699671 186117997 40711347 265583097 123908652
403 5373439 61982416 103857286 172788593 155193115 247660392 57798985 97153236
404 97909198 61982416 114801433 267896277 26575330 19052129 80570888 223676408
405 55170009 210375873 130143451 242876626 72496448 155689611 236113133 43028333
406 4733071 200144036 246272594 68196258 72136496 220447392 55454229 92320100
407 266222997 54473832 212741261 60891107 12130452 152203662 178952191 259578299
408 53312690 200144036 257438331 147658551 78784375 135702231 256225647 13583940
409 239896273 61982416 151692331 35403856 223997165 202239615 26984767 40868998
410 185510295 200144036 168006172 203777016 124407944 13269043 72611371 217425922
