ROWIDX DESCRIPTION MANUFACTURER BRAND MATERIAL NUM1 PACKAGING NUM2 RANDOM
17 3155013304537315073 4259399256950918321 3565297060394424111 11987653694568978376 12789931371912649502 1614087927473239321 8719538258136534602 8213753324850204136
18 10122068431274087741 7902785322684700511 2323173391346941089 11994003470352486807 8306709966045482637 3556738326125876394 7599348779391482724 9920455563730300922
19 3647952294021887985 13753793453552735119 9750842106832433545 17896525953215950454 14335991531000451860 10280273559478533111 9156283820474305135 5940619015413130033
20 3609030112225178487 7902785322684700511 11065660691456449265 9505497025284651597 10953048796032899856 7597040972084571244 13932659155484236730 13185793124728702215
21 8510915079272651866 14456919944778656209 13068732612435647692 9471009529235472163 16942035922560182651 7597040972084571244 2728579625163612309 6518307051035016565
22 12325861524836512979 4259399256950918321 3565297060394424111 2033350296623304474 10664789664901441495 7308883837342473847 14995992685235226769 221674273734980007
23 4243031768266154228 14456919944778656209 11559340335521199057 15044352037257644195 8306709966045482637 15149029433701009173 14502392622344725333 11220698432302399034
24 2449400292397666261 3743413265443393553 12458426859431628267 16286937647805218117 17711031119314540266 13897800577379561302 14996921450963597521 14849242322261959118
25 6350628879635432616 3743413265443393553 1350428657074085326 13633033414368255490 5622533601426856843 3861364670416794329 16291005650326840119 17853495781110946123
26 9971352434688575731 14456919944778656209 11778852433904905081 9152163472861732376 16329097976039504304 1309252389536488363 4920293448143348403 3906565465417214159
27 5928323037332251429 7902785322684700511 5406258212699459826 11209446718287980544 17711031119314540266 9325386311104463142 13714354810471284047 16687742950472071578
28 9760106323543943678 4259399256950918321 10424217623041020608 11420026225495775553 10664789664901441495 589597086019368518 11369708042051120871 7867333687627513649
29 17716124929149148965 14456919944778656209 13068732612435647692 15512907487359464622 8719647946811673230 7308883837342473847 7160715187682554052 14897849908118119836
30 5183210906430487686 4259399256950918321 11726848587403341108 2740643298736460982 4981918036555779351 1614087927473239321 15446232530647241900 9125364605330234097
31 6100794087358328362 3743413265443393553 14619468158914693499 8405516798425161871 5351644240885712040 15406060591140058873 2317235608649921952 9617653665762464228
32 7119917461704667286 4259399256950918321 11726848587403341108 938570879560808162 16942035922560182651 10395263827112037776 4014137811092415711 7406751369834309125
33 14706017772964871270 13753793453552735119 10679667992008893900 7662046755272197405 12789931371912649502 8589079077315436820 9556816357705848429 15033035104490322500
34 12553565091596776423 7902785322684700511 15326971353213359409 918281395019345010 3198191471355371895 911841739783476144 8350006761068757430 17335045769880642895
35 16212663071153744282 4259399256950918321 3565297060394424111 4645786794550441604 9594822875653870441 3556738326125876394 9566373880806005723 12982555787519516222
36 15678299271775633460 13753793453552735119 11545296241851225028 4870743505895756034 5622533601426856843 13389871433114251317 15869173679881403486 16005592850394389821
37 16591525866133733037 4259399256950918321 7137018359098702145 17138763172886846153 10953048796032899856 911841739783476144 17305454812413238334 18268694291340954439
38 8647602885014553937 4259399256950918321 3565297060394424111 1957516428351367419 5748892369479747538 10459356029674731180 7973543007778585621 15762360007693647961
39 1457811040775765063 3743413265443393553 14619468158914693499 1809202799497870675 4957182311335755936 15149029433701009173 4265549958980684328 501645624983949641
40 17066557280582165248 13753793453552735119 11545296241851225028 1279605806455367666 7423746163586646358 1309252389536488363 12730514634382174035 6854991376351679505
41 10307163288831034733 13753793453552735119 9750842106832433545 15211942319359330428 8719647946811673230 10698908655474414998 11928454284759234006 11537489806758046802
42 3849789889958549494 3743413265443393553 12458426859431628267 15044352037257644195 9302051633395878623 1614087927473239321 2663086027593965260 12087101582877602559
43 13195714867060324488 4259399256950918321 10424217623041020608 10147018381680870169 17234451680913495083 6845868831288170836 13715142246017199612 13716765595412471285
44 16336738716079844465 4259399256950918321 7137018359098702145 2798072549395423744 10953048796032899856 2797662494270784190 10757724666349065663 10662258122180464149
45 16017829081572809413 4259399256950918321 3565297060394424111 13098178456524072940 1826242805484023040 18413094248226542884 8167872822962512191 15575042342743145506
46 8499283567629591058 7902785322684700511 2323173391346941089 17874845732827338572 9302051633395878623 6845868831288170836 16112029132883677813 16937786277209670577
47 14008156282035048435 4259399256950918321 7137018359098702145 13160137397258061824 9594822875653870441 3556738326125876394 4018222665276298686 10652586429563358010
48 12907814188857055285 3743413265443393553 14619468158914693499 8362415835009115898 7423746163586646358 13194314881589424305 13151430708943138333 15416006257608144042
49 12319535532053324769 13753793453552735119 17691027459687361917 9471009529235472163 16942035922560182651 6254506812628701829 2377481811775351131 14191183714001833011
50 13175663121797506646 14456919944778656209 13068732612435647692 11209446718287980544 13233097926675734316 12471668374602391254 8333667676626752085 15873595142254529808
51 5353689639406404583 4259399256950918321 7137018359098702145 4814174832848472074 9720176785496629553 3556738326125876394 16028591429905432096 10332033215851114045
52 13310061380421428333 14456919944778656209 11559340335521199057 18358088108409108814 13233097926675734316 6845868831288170836 10835024802558317652 7899435218342212529
53 4392205599741522772 13753793453552735119 9750842106832433545 4814174832848472074 16329097976039504304 7597040972084571244 13445220053295973670 1435803258927964904
54 16494459266765797192 13753793453552735119 16923723841137488356 16067338360112065646 10664789664901441495 6845868831288170836 13684248730040481817 5258829321976944950
55 8224505264872949219 13753793453552735119 9750842106832433545 14994340841448085220 1826242805484023040 7597040972084571244 5855338387167609679 2849611829717982628
56 14247409186220209371 7902785322684700511 11065660691456449265 16286937647805218117 17711031119314540266 6527113984055515123 4997705173432050530 15604239245307394998
57 9067923384075597240 14456919944778656209 11778852433904905081 17575790500723877031 1015520803711489887 9325386311104463142 1129637934546335786 6697560506286981118
58 8493051703052468487 3743413265443393553 14619468158914693499 17874845732827338572 8209575740360596120 812964686577725389 6104171188048693883 11941873054349897990
59 13915962022771790570 3743413265443393553 14619468158914693499 14549189019651235214 15308683162207262446 15406060591140058873 12435054624201315369 17167189657151594981
60 377264758376736457 7902785322684700511 2323173391346941089 5249201939255758333 7423746163586646358 13194314881589424305 15692233303322588557 13133948219198636361
61 4271512831295666422 3743413265443393553 7322412223401532070 15979594948939207082 5677167347966923126 6527113984055515123 7652061569234188958 13301892622489420848
62 3874633683807772679 14456919944778656209 11559340335521199057 16690354652797544791 833598330638000828 911841739783476144 8490592735013328522 17769075253427296595
63 1668869384493165057 14456919944778656209 11778852433904905081 3752869800854591033 5351644240885712040 13389871433114251317 16838147891780727137 17695355949658684031
64 11083010936079571090 13753793453552735119 16923723841137488356 4645786794550441604 7748076420210162913 13389871433114251317 11025924787809178507 9836046956527000467
65 14247120334322591978 3743413265443393553 14619468158914693499 8475898043519801505 5622533601426856843 17608986816274785061 1216271960760325432 5059385970288938279
66 13661732002342836948 14456919944778656209 11559340335521199057 16918730777222727613 2737078550266668343 1309252389536488363 2455183110793949292 3513555257207477127
67 8075175077162741623 13753793453552735119 16923723841137488356 14379799989775293367 16942035922560182651 6527113984055515123 271909327705513202 13007024409104409967
68 9308235725150217682 7902785322684700511 2323173391346941089 3543287204730650503 5351644240885712040 10280273559478533111 12551245748738995219 6927406081015085360
69 3706274782678507105 3743413265443393553 12458426859431628267 2597775340031625144 15308683162207262446 17318214370604972377 9740051709303637267 15750924658327839646
70 4399136562322956248 7902785322684700511 2323173391346941089 8362415835009115898 8306709966045482637 812964686577725389 13631735123456249517 2663714897924655980
71 7247044189464475409 14456919944778656209 13068732612435647692 15720103871878333379 6889463652104827991 6527113984055515123 5531160457808414418 15787258557976248430
72 5656678526096972354 13753793453552735119 9750842106832433545 8973646386854699658 13233097926675734316 3556738326125876394 6467476035366977297 9501397892652136662
73 4540916742495176451 13753793453552735119 16923723841137488356 11651747077193971812 11462789541162015536 6527113984055515123 15301006415390799724 14387161113992315819
74 10761974598105580316 3743413265443393553 1350428657074085326 1957516428351367419 13233097926675734316 13194314881589424305 8221446907339773611 2836237850795404257
75 6127249499476890057 14456919944778656209 11559340335521199057 15979594948939207082 833598330638000828 10459356029674731180 1829261253961755342 12238343257244924630
76 12506092363235624368 14456919944778656209 8943389909542561579 8475898043519801505 1826242805484023040 9197800078177956434 4365618381703999901 10559485386441009385
77 7950058277577425955 3743413265443393553 12458426859431628267 13633033414368255490 4601451072787876934 9325386311104463142 3151723866175954072 14517777659703797916
78 17338522726821311447 7902785322684700511 5406258212699459826 17913858797868284198 13994197425134364572 10911962429886421231 7039101746377718329 15871371912504054261
79 9023608757811089758 4259399256950918321 7137018359098702145 3800163826545235282 8673720435704263435 3861364670416794329 9092809916155073507 7561880677831069503
80 11932238161267897666 4259399256950918321 10424217623041020608 8352214957348230269 6476623794736544246 17608986816274785061 15030942053117710911 11001445663676572589
81 4978218352552393240 3743413265443393553 14619468158914693499 17685397899298766859 8019615789267006368 7597040972084571244 13268636094064072533 13745192816764798064
82 11928080299411284223 7902785322684700511 941644065583303913 1294874660365982669 7733195345837784852 10280273559478533111 16533529322430530947 11390317898691733520
83 15778250182768676152 7902785322684700511 11065660691456449265 16538843589835764815 3551247008990850393 7326365577032443206 2028298530626640690 8172565176214351779
84 16768764943398631175 4259399256950918321 7137018359098702145 17896525953215950454 6889463652104827991 3556738326125876394 12218514691409185332 7923445621988758289
85 5379691049908436470 3743413265443393553 1350428657074085326 16918730777222727613 12789931371912649502 15406060591140058873 1884114293077901166 11552651770430404204
86 6934923006992111276 4259399256950918321 10424217623041020608 3795398801360300260 8818528793225264558 10395263827112037776 14774519885225477531 7063585232968474865
87 10612694188516210834 4259399256950918321 7889094428653871452 17736578172226671484 4436414601936620559 18126622179384393109 12921307662209924414 2989799596845640057
88 15464952734672065574 4259399256950918321 10424217623041020608 15512907487359464622 12789931371912649502 1309252389536488363 8096231852712392297 11516094227720670163
89 9568700492621070297 3743413265443393553 14619468158914693499 13882913958827943650 8719647946811673230 3829898406271772849 4073690393006262973 17081631755405040181
90 9593118737206745344 3743413265443393553 12083234172524956863 17913858797868284198 1015520803711489887 13389871433114251317 5608870167932607686 2687297345849032020
91 7529251079348883516 13753793453552735119 16923723841137488356 8405516798425161871 16329097976039504304 589597086019368518 17133095306311577842 17690166333659437701
92 3705206779149744489 13753793453552735119 10679667992008893900 8973646386854699658 11462789541162015536 589597086019368518 13550712335223187192 11368706478522139312
93 17512786549658681374 13753793453552735119 17691027459687361917 11209446718287980544 15308683162207262446 6527113984055515123 7252162250356196041 14463075142194519858
94 12249550997764669841 14456919944778656209 11559340335521199057 6256430377213659503 16329097976039504304 17318214370604972377 18036098352131945594 5368181773344279862
95 9733758687370890249 14456919944778656209 13068732612435647692 387258381226989452 8549248847186084585 6527113984055515123 5745105354908323976 14414972658757927809
96 14850698804454978174 3743413265443393553 14619468158914693499 8362415835009115898 16329097976039504304 1309252389536488363 8402583029777142356 18418248854900688685
97 17314700067146626217 14456919944778656209 13068732612435647692 2597775340031625144 1015520803711489887 12638166667542018849 7708295626001853892 11005584796126490017
98 13980989952341178644 3743413265443393553 7322412223401532070 12138720900836784928 8673720435704263435 3829898406271772849 2650204234157772887 6910179062519881700
99 16136815322759835802 13753793453552735119 16923723841137488356 11994003470352486807 5748892369479747538 589597086019368518 2918130796962251925 9525055343119866371
100 12294142964875695346 14456919944778656209 13068732612435647692 15211942319359330428 5414021058608832454 15406060591140058873 15504540179506691212 2283200154180827920
